ensgid	gene_name	hg38_chr	hg38_start0	hg38_end	hg38_strand	hg19_chr	hg19_start0	hg19_end	hg19_strand
ENSG00000188672	RHCE	chr1	25362248	25430192	-	chr1	25688739	25756683	-
ENSG00000204178	MACO1	chr1	25430852	25500209	+	chr1	25757343	25826700	+
ENSG00000157978	LDLRAP1	chr1	25543572	25591200	+	chr1	25870063	25917691	+
ENSG00000117643	MAN1C1	chr1	25616790	25786205	+	chr1	25943281	26112696	+
ENSG00000162430	SELENON	chr1	25800192	25818221	+	chr1	26126683	26144712	+
ENSG00000117640	MTFR1L	chr1	25818639	25832947	+	chr1	26145130	26159438	+
ENSG00000127423	AUNIP	chr1	25831912	25859458	-	chr1	26158403	26185949	-
ENSG00000182749	PAQR7	chr1	25861483	25875874	-	chr1	26187974	26202365	-
ENSG00000117632	STMN1	chr1	25884180	25907237	-	chr1	26210671	26233728	-
ENSG00000158006	PAFAH2	chr1	25959766	25999206	-	chr1	26286257	26325697	-
ENSG00000158008	EXTL1	chr1	26019883	26036464	+	chr1	26346374	26362955	+
ENSG00000158014	SLC30A2	chr1	26037251	26046136	-	chr1	26363742	26372627	-
ENSG00000158022	TRIM63	chr1	26051300	26068436	-	chr1	26377791	26394927	-
ENSG00000175087	PDIK1L	chr1	26111156	26125555	+	chr1	26437647	26452046	+
ENSG00000197245	FAM110D	chr1	26159046	26163962	+	chr1	26485537	26490453	+
ENSG00000282872	C1orf232	chr1	26164100	26168963	-	chr1	26490591	26495454	-
ENSG00000236782	ZNF593OS	chr1	26169515	26171832	-	chr1	26496006	26498323	-
ENSG00000142684	ZNF593	chr1	26169907	26170873	+	chr1	26496398	26497364	+
ENSG00000142675	CNKSR1	chr1	26177475	26189884	+	chr1	26503966	26516375	+
ENSG00000188782	CATSPER4	chr1	26190560	26202968	+	chr1	26517051	26529459	+
ENSG00000130695	CEP85	chr1	26233668	26278814	+	chr1	26560159	26605305	+
ENSG00000142669	SH3BGRL3	chr1	26280056	26281522	+	chr1	26606547	26608013	+
ENSG00000158062	UBXN11	chr1	26281327	26318363	-	chr1	26607818	26644854	-
ENSG00000169442	CD52	chr1	26317957	26320523	+	chr1	26644448	26647014	+
ENSG00000176092	CRYBG2	chr1	26321697	26360080	-	chr1	26648188	26686571	-
ENSG00000176083	ZNF683	chr1	26361633	26374522	-	chr1	26688124	26701013	-
ENSG00000131914	LIN28A	chr1	26410816	26429728	+	chr1	26737307	26756219	+
ENSG00000117682	DHDDS	chr1	26432281	26471322	+	chr1	26758772	26797813	+
ENSG00000198830	HMGN2	chr1	26472012	26478209	+	chr1	26798503	26804700	+
ENSG00000117676	RPS6KA1	chr1	26529755	26575030	+	chr1	26856246	26901521	+
ENSG00000117713	ARID1A	chr1	26693235	26782104	+	chr1	27019726	27108595	+
ENSG00000060642	PIGV	chr1	26787053	26800659	+	chr1	27113544	27127150	+
ENSG00000204160	ZDHHC18	chr1	26826687	26857604	+	chr1	27153178	27184095	+
ENSG00000175793	SFN	chr1	26863148	26864456	+	chr1	27189639	27190947	+
ENSG00000142751	GPN2	chr1	26876131	26890283	-	chr1	27202622	27216774	-
ENSG00000198746	GPATCH3	chr1	26890487	26900467	-	chr1	27216978	27226958	-
ENSG00000090273	NUDC	chr1	26900237	26946885	+	chr1	27226728	27273376	+
ENSG00000131910	NR0B2	chr1	26911488	26913975	-	chr1	27237979	27240466	-
ENSG00000175707	KDF1	chr1	26949555	26960788	-	chr1	27276046	27287279	-
ENSG00000253368	TRNP1	chr1	26993691	27001912	+	chr1	27320182	27328403	+
ENSG00000158246	TENT5B	chr1	27005019	27012850	-	chr1	27331510	27339341	-
ENSG00000090020	SLC9A1	chr1	27098808	27166981	-	chr1	27425299	27493472	-
ENSG00000142784	WDTC1	chr1	27233775	27308711	+	chr1	27560266	27635202	+
ENSG00000186501	TMEM222	chr1	27322138	27336401	+	chr1	27648629	27662892	+
ENSG00000142765	SYTL1	chr1	27342008	27353937	+	chr1	27668499	27680428	+
ENSG00000142733	MAP3K6	chr1	27355179	27366972	-	chr1	27681670	27693463	-
ENSG00000142748	FCN3	chr1	27369107	27374854	-	chr1	27695598	27701345	-
ENSG00000174950	CD164L2	chr1	27379175	27383333	-	chr1	27705665	27709823	-
ENSG00000181773	GPR3	chr1	27392621	27395814	+	chr1	27719125	27722318	+
ENSG00000158195	WASF2	chr1	27404225	27490308	-	chr1	27730729	27816819	-
ENSG00000126705	AHDC1	chr1	27534034	27604431	-	chr1	27860545	27930942	-
ENSG00000000938	FGR	chr1	27612063	27635565	-	chr1	27938574	27962076	-
ENSG00000126709	IFI6	chr1	27666063	27672212	-	chr1	27992574	27998723	-
ENSG00000009780	FAM76A	chr1	27725960	27763116	+	chr1	28052471	28089627	+
ENSG00000117758	STX12	chr1	27773194	27824443	+	chr1	28099705	28150954	+
ENSG00000117751	PPP1R8	chr1	27830781	27851676	+	chr1	28157292	28178187	+
ENSG00000130775	THEMIS2	chr1	27872542	27886685	+	chr1	28199053	28213196	+
ENSG00000117748	RPA2	chr1	27891523	27914746	-	chr1	28218034	28241257	-
ENSG00000130768	SMPDL3B	chr1	27934999	27959157	+	chr1	28261510	28285668	+
ENSG00000158156	XKR8	chr1	27959587	27968093	+	chr1	28286098	28294604	+
ENSG00000158161	EYA3	chr1	27970343	28088731	-	chr1	28296854	28415242	-
ENSG00000169403	PTAFR	chr1	28147165	28194083	-	chr1	28473676	28520594	-
ENSG00000126698	DNAJC8	chr1	28199455	28233032	-	chr1	28525966	28559543	-
ENSG00000130770	ATP5IF1	chr1	28236083	28246906	+	chr1	28562594	28573417	+
ENSG00000130766	SESN2	chr1	28259472	28282491	+	chr1	28585983	28609002	+
ENSG00000130772	MED18	chr1	28329001	28335965	+	chr1	28655512	28662476	+
ENSG00000204138	PHACTR4	chr1	28369562	28500364	+	chr1	28696073	28826876	+
ENSG00000180198	RCC1	chr1	28505942	28539300	+	chr1	28832454	28865812	+
ENSG00000180098	TRNAU1AP	chr1	28553000	28578545	+	chr1	28879512	28905057	+
ENSG00000120656	TAF12	chr1	28587828	28648364	-	chr1	28914340	28974876	-
ENSG00000188060	RAB42	chr1	28592199	28595449	+	chr1	28918711	28921961	+
ENSG00000162419	GMEB1	chr1	28668279	28719353	+	chr1	28994791	29045865	+
ENSG00000198492	YTHDF2	chr1	28736620	28769784	+	chr1	29063132	29096296	+
ENSG00000116329	OPRD1	chr1	28812169	28871267	+	chr1	29138681	29197779	+
ENSG00000159023	EPB41	chr1	28887090	29120046	+	chr1	29213602	29446558	+
ENSG00000253304	TMEM200B	chr1	29119428	29123918	-	chr1	29445940	29450430	-
ENSG00000116350	SRSF4	chr1	29147742	29181922	-	chr1	29474254	29508434	-
ENSG00000116353	MECR	chr1	29192656	29230945	-	chr1	29519168	29557457	-
ENSG00000060656	PTPRU	chr1	29236504	29326813	+	chr1	29563016	29653325	+
ENSG00000162510	MATN1	chr1	30711276	30723585	-	chr1	31184123	31196432	-
ENSG00000162511	LAPTM5	chr1	30732464	30757855	-	chr1	31205311	31230702	-
ENSG00000162512	SDC3	chr1	30869465	30908810	-	chr1	31342312	31381657	-
ENSG00000134644	PUM1	chr1	30931504	31065991	-	chr1	31404351	31538838	-
ENSG00000084628	NKAIN1	chr1	31179343	31239966	-	chr1	31652190	31712813	-
ENSG00000060688	SNRNP40	chr1	31259567	31296788	-	chr1	31732414	31769635	-
ENSG00000121766	ZCCHC17	chr1	31296981	31365527	+	chr1	31769828	31838374	+
ENSG00000121769	FABP3	chr1	31364009	31376850	-	chr1	31836856	31849697	-
ENSG00000168528	SERINC2	chr1	31409564	31434680	+	chr1	31882411	31907527	+
ENSG00000142910	TINAGL1	chr1	31576484	31587689	+	chr1	32042085	32053290	+
ENSG00000121764	HCRTR1	chr1	31617659	31632518	+	chr1	32083260	32098119	+
ENSG00000162517	PEF1	chr1	31629865	31644896	-	chr1	32095466	32110497	-
ENSG00000084636	COL16A1	chr1	31652259	31704319	-	chr1	32117860	32169920	-
ENSG00000121753	ADGRB2	chr1	31727116	31764893	-	chr1	32192717	32230494	-
ENSG00000134668	SPOCD1	chr1	31790421	31816022	-	chr1	32256022	32281623	-
ENSG00000184007	PTP4A2	chr1	31906420	31944856	-	chr1	32372021	32410457	-
ENSG00000121774	KHDRBS1	chr1	32013686	32060850	+	chr1	32479287	32526451	+
ENSG00000121775	TMEM39B	chr1	32072030	32102866	+	chr1	32537631	32568467	+
ENSG00000025800	KPNA6	chr1	32108055	32176563	+	chr1	32573656	32642164	+
ENSG00000084652	TXLNA	chr1	32178096	32198299	+	chr1	32643697	32663900	+
ENSG00000160050	CCDC28B	chr1	32200382	32205453	+	chr1	32665983	32671054	+
ENSG00000160051	IQCC	chr1	32205647	32208688	+	chr1	32671248	32674289	+
ENSG00000222046	DCDC2B	chr1	32209078	32216196	+	chr1	32674679	32681797	+
ENSG00000160055	TMEM234	chr1	32214471	32222359	-	chr1	32680072	32687960	-
ENSG00000084623	EIF3I	chr1	32221076	32245397	+	chr1	32686677	32710998	+
ENSG00000183615	FAM167B	chr1	32247221	32248856	+	chr1	32712822	32714457	+
ENSG00000182866	LCK	chr1	32251243	32286170	+	chr1	32716844	32751771	+
ENSG00000116478	HDAC1	chr1	32291920	32333635	+	chr1	32757521	32799236	+
ENSG00000175130	MARCKSL1	chr1	32333826	32336233	-	chr1	32799427	32801834	-
ENSG00000162526	TSSK3	chr1	32351520	32364312	+	chr1	32817121	32829913	+
ENSG00000225828	FAM229A	chr1	32361269	32364278	-	chr1	32826870	32829879	-
ENSG00000160058	BSDC1	chr1	32364632	32394731	-	chr1	32830233	32860332	-
ENSG00000273274	ZBTB8B	chr1	32465049	32496686	+	chr1	32930650	32962287	+
ENSG00000160062	ZBTB8A	chr1	32539141	32605941	+	chr1	33004742	33071542	+
ENSG00000176261	ZBTB8OS	chr1	32600171	32650969	-	chr1	33065772	33116570	-
ENSG00000162521	RBBP4	chr1	32651141	32686211	+	chr1	33116742	33151812	+
ENSG00000162520	SYNC	chr1	32679905	32703596	-	chr1	33145506	33169197	-
ENSG00000162522	NHSL3	chr1	32741695	32774970	+	chr1	33207296	33240571	+
ENSG00000134684	YARS1	chr1	32775236	32818031	-	chr1	33240837	33283632	-
ENSG00000116497	S100PBP	chr1	32816407	32858879	+	chr1	33282008	33324480	+
ENSG00000160097	FNDC5	chr1	32862267	32872482	-	chr1	33327868	33338083	-
ENSG00000121905	HPCA	chr1	32881497	32898441	+	chr1	33347098	33364042	+
ENSG00000121900	TMEM54	chr1	32894592	32901440	-	chr1	33360193	33367041	-
ENSG00000116514	RNF19B	chr1	32929035	32964915	-	chr1	33394636	33430516	-
ENSG00000004455	AK2	chr1	33007985	33080996	-	chr1	33473586	33546597	-
ENSG00000142920	AZIN2	chr1	33081103	33123492	+	chr1	33546704	33589093	+
ENSG00000116525	TRIM62	chr1	33145398	33182059	-	chr1	33610999	33647660	-
ENSG00000160094	ZNF362	chr1	33256358	33300719	+	chr1	33721959	33766320	+
ENSG00000184389	A3GALT2	chr1	33306765	33321098	-	chr1	33772366	33786699	-
ENSG00000134686	PHC2	chr1	33323622	33431095	-	chr1	33789223	33896696	-
ENSG00000121903	ZSCAN20	chr1	33472596	33501643	+	chr1	33938197	33967243	+
ENSG00000121904	CSMD2	chr1	33513997	34165842	-	chr1	33979597	34631443	-
ENSG00000176256	HMGB4	chr1	33860474	33864791	+	chr1	34326075	34330392	+
ENSG00000142698	C1orf94	chr1	34166882	34219131	+	chr1	34632483	34684732	+
ENSG00000163866	SMIM12	chr1	34712736	34859805	-	chr1	35178337	35325406	-
ENSG00000189280	GJB5	chr1	34755033	34758512	+	chr1	35220634	35224113	+
ENSG00000189433	GJB4	chr1	34759739	34763724	+	chr1	35225340	35229325	+
ENSG00000188910	GJB3	chr1	34781213	34786369	+	chr1	35246814	35251970	+
ENSG00000187513	GJA4	chr1	34792996	34795756	+	chr1	35258597	35261357	+
ENSG00000116544	DLGAP3	chr1	34865435	34929650	-	chr1	35331036	35395251	-
ENSG00000243749	TMEM35B	chr1	34981379	34985347	-	chr1	35446980	35450948	-
ENSG00000163867	ZMYM6	chr1	34986143	35031951	-	chr1	35451744	35497552	-
ENSG00000197056	ZMYM1	chr1	35032171	35118818	+	chr1	35497772	35584419	+
ENSG00000116560	SFPQ	chr1	35176377	35193446	-	chr1	35641978	35659047	-
ENSG00000146463	ZMYM4	chr1	35268666	35422058	+	chr1	35734267	35887659	+
ENSG00000142687	KIAA0319L	chr1	35393882	35557950	-	chr1	35859483	36023551	-
ENSG00000020129	NCDN	chr1	35557455	35567274	+	chr1	36023056	36032875	+
ENSG00000116819	TFAP2E	chr1	35573313	35595328	+	chr1	36038914	36060929	+
ENSG00000126067	PSMB2	chr1	35599540	35641526	-	chr1	36065141	36107127	-
ENSG00000142686	C1orf216	chr1	35713874	35718894	-	chr1	36179475	36184495	-
ENSG00000092853	CLSPN	chr1	35720217	35770002	-	chr1	36185818	36235603	-
ENSG00000134698	AGO4	chr1	35808015	35857890	+	chr1	36273616	36323491	+
ENSG00000092847	AGO1	chr1	35869807	35930532	+	chr1	36335408	36396133	+
ENSG00000126070	AGO3	chr1	35930695	36072500	+	chr1	36396296	36538101	+
ENSG00000092850	TEKT2	chr1	36084093	36088278	+	chr1	36549694	36553879	+
ENSG00000116863	ADPRS	chr1	36088877	36093932	+	chr1	36554478	36559533	+
ENSG00000171812	COL8A2	chr1	36095238	36125222	-	chr1	36560839	36590823	-
ENSG00000054116	TRAPPC3	chr1	36136569	36156053	-	chr1	36602170	36621654	-
ENSG00000116871	MAP7D1	chr1	36155578	36180849	+	chr1	36621179	36646450	+
ENSG00000054118	THRAP3	chr1	36224391	36305376	+	chr1	36689992	36770977	+
ENSG00000214193	SH3D21	chr1	36306367	36329340	+	chr1	36771968	36794941	+
ENSG00000142694	EVA1B	chr1	36322029	36324154	-	chr1	36787630	36789755	-
ENSG00000196182	STK40	chr1	36339619	36385927	-	chr1	36805220	36851528	-
ENSG00000181817	LSM10	chr1	36391237	36397945	-	chr1	36856838	36863546	-
ENSG00000116885	OSCP1	chr1	36415826	36450451	-	chr1	36881427	36916052	-
ENSG00000116898	MRPS15	chr1	36455717	36464418	-	chr1	36921318	36930019	-
ENSG00000119535	CSF3R	chr1	36465668	36483322	-	chr1	36931269	36948923	-
ENSG00000163873	GRIK3	chr1	36795526	37034515	-	chr1	37261127	37500116	-
ENSG00000163874	ZC3H12A	chr1	37474495	37484379	+	chr1	37940096	37949980	+
ENSG00000163875	MEAF6	chr1	37489992	37514806	-	chr1	37955593	37980407	-
ENSG00000163877	SNIP1	chr1	37534448	37554293	-	chr1	38000049	38019894	-
ENSG00000163879	DNALI1	chr1	37556918	37566857	+	chr1	38022519	38032458	+
ENSG00000134697	GNL2	chr1	37566814	37595955	-	chr1	38032415	38061556	-
ENSG00000169218	RSPO1	chr1	37610801	37635604	-	chr1	38076402	38101276	-
ENSG00000116922	AIRIM	chr1	37681569	37692296	-	chr1	38147241	38157968	-
ENSG00000134690	CDCA8	chr1	37692480	37709719	+	chr1	38158152	38175391	+
ENSG00000183317	EPHA10	chr1	37713879	37765133	-	chr1	38179551	38230805	-
ENSG00000185090	MANEAL	chr1	37793846	37804557	+	chr1	38259518	38270229	+
ENSG00000196449	YRDC	chr1	37802944	37808208	-	chr1	38268616	38273880	-
ENSG00000197982	C1orf122	chr1	37806978	37809454	+	chr1	38272650	38275126	+
ENSG00000188786	MTF1	chr1	37809573	37859614	-	chr1	38275245	38325286	-
ENSG00000204084	INPP5B	chr1	37860695	37947077	-	chr1	38326367	38412749	-
ENSG00000183431	SF3A3	chr1	37956974	37990517	-	chr1	38422646	38456189	-
ENSG00000183386	FHL3	chr1	37994393	38006380	-	chr1	38460065	38472052	-
ENSG00000183520	UTP11	chr1	38009110	38024820	+	chr1	38474782	38490492	+
ENSG00000185668	POU3F1	chr1	38043828	38046793	-	chr1	38509500	38512465	-
ENSG00000116954	RRAGC	chr1	38838197	38859772	-	chr1	39303869	39325444	-
ENSG00000214114	MYCBP	chr1	38862492	38873378	-	chr1	39328164	39339050	-
ENSG00000131233	GJA9	chr1	38874068	38881587	-	chr1	39339740	39347259	-
ENSG00000158315	RHBDL2	chr1	38885806	38941830	-	chr1	39351478	39407502	-
ENSG00000174574	AKIRIN1	chr1	38991271	39006059	+	chr1	39456943	39471731	+
ENSG00000168653	NDUFS5	chr1	39026317	39034636	+	chr1	39491989	39500308	+
ENSG00000127603	MACF1	chr1	39081315	39487177	+	chr1	39546987	39952849	+
ENSG00000183682	BMP8A	chr1	39491068	39529869	+	chr1	39956740	39995541	+
ENSG00000090621	PABPC4	chr1	39560708	39576868	-	chr1	40026380	40042540	-
ENSG00000163909	HEYL	chr1	39623434	39639643	-	chr1	40089106	40105315	-
ENSG00000116981	NT5C1A	chr1	39651228	39673328	-	chr1	40116900	40139000	-
ENSG00000116983	HPCAL4	chr1	39678647	39691485	-	chr1	40144319	40157157	-
ENSG00000084072	PPIE	chr1	39692181	39763914	+	chr1	40157853	40229586	+
ENSG00000116985	BMP8B	chr1	39757181	39788865	-	chr1	40222853	40254537	-
ENSG00000198754	OXCT2	chr1	39769522	39771348	-	chr1	40235194	40237020	-
ENSG00000043514	TRIT1	chr1	39838109	39883511	-	chr1	40303781	40349183	-
ENSG00000116990	MYCL	chr1	39895427	39902256	-	chr1	40361099	40367928	-
ENSG00000168389	MFSD2A	chr1	39955111	39969968	+	chr1	40420783	40435640	+
ENSG00000131236	CAP1	chr1	40039734	40072767	+	chr1	40505406	40538439	+
ENSG00000131238	PPT1	chr1	40072709	40097267	-	chr1	40538381	40562939	-
ENSG00000117000	RLF	chr1	40161386	40240921	+	chr1	40627058	40706593	+
ENSG00000188800	TMCO2	chr1	40245946	40251684	+	chr1	40711618	40717356	+
ENSG00000084073	ZMPSTE24	chr1	40258040	40294180	+	chr1	40723712	40759852	+
ENSG00000049089	COL9A2	chr1	40300486	40317813	-	chr1	40766158	40783485	-
ENSG00000084070	SMAP2	chr1	40344849	40423326	+	chr1	40810521	40888998	+
ENSG00000187801	ZFP69B	chr1	40450052	40464142	+	chr1	40915724	40929814	+
ENSG00000187815	ZFP69	chr1	40477232	40496530	+	chr1	40942904	40962202	+
ENSG00000164002	EXO5	chr1	40508440	40517724	+	chr1	40974112	40983396	+
ENSG00000117010	ZNF684	chr1	40531572	40548168	+	chr1	40997244	41013840	+
ENSG00000117016	RIMS3	chr1	40620678	40665690	-	chr1	41086350	41131362	-
ENSG00000066136	NFYC	chr1	40691569	40771606	+	chr1	41157241	41237278	+
ENSG00000117013	KCNQ4	chr1	40783674	40840452	+	chr1	41249346	41306124	+
ENSG00000179862	CITED4	chr1	40861053	40862363	-	chr1	41326725	41328035	-
ENSG00000171793	CTPS1	chr1	40979299	41012565	+	chr1	41444971	41478237	+
ENSG00000171790	SLFNL1	chr1	41015588	41024551	-	chr1	41481260	41490223	-
ENSG00000010803	SCMH1	chr1	41027201	41242306	-	chr1	41492873	41707978	-
ENSG00000204060	FOXO6	chr1	41361921	41383590	+	chr1	41827593	41849262	+
ENSG00000127129	EDN2	chr1	41478773	41484686	-	chr1	41944444	41950357	-
ENSG00000127124	HIVEP3	chr1	41506364	42035925	-	chr1	41972035	42501596	-
ENSG00000044012	GUCA2B	chr1	42153409	42155820	+	chr1	42619080	42621491	+
ENSG00000197273	GUCA2A	chr1	42162689	42164745	-	chr1	42628360	42630416	-
ENSG00000198815	FOXJ3	chr1	42176534	42335913	-	chr1	42642205	42801584	-
ENSG00000177181	RIMKLA	chr1	42380791	42424232	+	chr1	42846462	42889903	+
ENSG00000066185	ZMYND12	chr1	42430328	42456253	-	chr1	42895999	42921924	-
ENSG00000127125	PPCS	chr1	42456116	42473385	+	chr1	42921787	42939056	+
ENSG00000186409	CCDC30	chr1	42463220	42657190	+	chr1	42928891	43122861	+
ENSG00000171960	PPIH	chr1	42658184	42676758	+	chr1	43123855	43142429	+
ENSG00000065978	YBX1	chr1	42682407	42703805	+	chr1	43148078	43169476	+
ENSG00000164007	CLDN19	chr1	42733092	42740254	-	chr1	43198763	43205925	-
ENSG00000117385	P3H1	chr1	42746334	42767084	-	chr1	43212005	43232755	-
ENSG00000164008	C1orf50	chr1	42767244	42779491	+	chr1	43232915	43245162	+
ENSG00000274386	TMEM269	chr1	42784990	42816619	+	chr1	43250661	43282290	+
ENSG00000177868	SVBP	chr1	42807039	42817397	-	chr1	43272710	43283068	-
ENSG00000164010	ERMAP	chr1	42817077	42845907	+	chr1	43282748	43311578	+
ENSG00000164011	ZNF691	chr1	42846572	42852477	+	chr1	43312243	43318148	+
ENSG00000117394	SLC2A1	chr1	42925352	42958893	-	chr1	43391023	43424564	-
ENSG00000186973	CFAP144	chr1	43145152	43156396	+	chr1	43610823	43622067	+
ENSG00000117395	EBNA1BP2	chr1	43164174	43270936	-	chr1	43629845	43736607	-
ENSG00000243710	CFAP57	chr1	43172329	43254358	+	chr1	43638000	43720029	+
ENSG00000179178	TMEM125	chr1	43269978	43274007	+	chr1	43735649	43739678	+
ENSG00000253313	C1orf210	chr1	43281865	43285908	-	chr1	43747536	43751579	-
ENSG00000066056	TIE1	chr1	43300970	43323108	+	chr1	43766641	43788779	+
ENSG00000117400	MPL	chr1	43337807	43354466	+	chr1	43803478	43820137	+
ENSG00000117399	CDC20	chr1	43358927	43363207	+	chr1	43824598	43828878	+
ENSG00000066322	ELOVL1	chr1	43363395	43368075	-	chr1	43829066	43833746	-
ENSG00000159479	MED8	chr1	43383916	43389808	-	chr1	43849587	43855479	-
ENSG00000198198	SZT2	chr1	43389881	43454247	+	chr1	43855552	43919918	+
ENSG00000178922	HYI	chr1	43450606	43453999	-	chr1	43916277	43919670	-
ENSG00000142949	PTPRF	chr1	43525085	43626579	+	chr1	43990756	44092250	+
ENSG00000066135	KDM4A	chr1	43649255	43705518	+	chr1	44114926	44171189	+
ENSG00000126091	ST3GAL3	chr1	43705823	43931167	+	chr1	44171494	44396839	+
ENSG00000117407	ARTN	chr1	43933319	43937244	+	chr1	44398991	44402916	+
ENSG00000117408	IPO13	chr1	43946829	43968024	+	chr1	44412501	44433696	+
ENSG00000132768	DPH2	chr1	43969977	43973373	+	chr1	44435649	44439045	+
ENSG00000117410	ATP6V0B	chr1	43974486	43978295	+	chr1	44440158	44443967	+
ENSG00000117411	B4GALT2	chr1	43978942	43991173	+	chr1	44444614	44456845	+
ENSG00000159214	CCDC24	chr1	43991358	43996529	+	chr1	44457030	44462201	+
ENSG00000196517	SLC6A9	chr1	43991499	44031467	-	chr1	44457171	44497139	-
ENSG00000171872	KLF17	chr1	44118820	44135140	+	chr1	44584492	44600812	+
ENSG00000283039	KLF18	chr1	44137820	44141631	-	chr1	44603492	44607303	-
ENSG00000178028	DMAP1	chr1	44213426	44220681	+	chr1	44679098	44686353	+
ENSG00000117419	ERI3	chr1	44221069	44355267	-	chr1	44686741	44820939	-
ENSG00000187147	RNF220	chr1	44405184	44651724	+	chr1	44870856	45117396	+
ENSG00000126106	TMEM53	chr1	44635237	44674481	-	chr1	45100909	45140153	-
ENSG00000198520	ARMH1	chr1	44674691	44725591	+	chr1	45140363	45191263	+
ENSG00000142945	KIF2C	chr1	44739816	44767767	+	chr1	45205488	45233439	+
ENSG00000142937	RPS8	chr1	44775250	44778779	+	chr1	45240922	45244451	+
ENSG00000142959	BEST4	chr1	44781835	44791550	-	chr1	45247507	45257222	-
ENSG00000173846	PLK3	chr1	44800345	44805995	+	chr1	45266017	45271667	+
ENSG00000188396	DYNLT4	chr1	44805887	44807417	-	chr1	45271559	45273089	-
ENSG00000222009	BTBD19	chr1	44808522	44817381	+	chr1	45274194	45283053	+
ENSG00000117425	PTCH2	chr1	44819153	44843253	-	chr1	45284825	45308925	-
ENSG00000070785	EIF2B3	chr1	44850521	44986722	-	chr1	45316193	45452394	-
ENSG00000126107	HECTD3	chr1	45002539	45011369	-	chr1	45468211	45477041	-
ENSG00000126088	UROD	chr1	45010949	45015575	+	chr1	45476621	45481247	+
ENSG00000162415	ZSWIM5	chr1	45016394	45306209	-	chr1	45482066	45771881	-
ENSG00000186603	HPDL	chr1	45326894	45328710	+	chr1	45792566	45794382	+
ENSG00000132781	MUTYH	chr1	45329162	45340893	-	chr1	45794834	45806565	-
ENSG00000132773	TOE1	chr1	45340011	45343976	+	chr1	45805683	45809648	+
ENSG00000070759	TESK2	chr1	45343876	45491203	-	chr1	45809548	45956875	-
ENSG00000280670	CCDC163	chr1	45493865	45500163	-	chr1	45959537	45965835	-
ENSG00000132763	MMACHC	chr1	45500299	45513382	+	chr1	45965971	45979054	+
ENSG00000117450	PRDX1	chr1	45510913	45542816	-	chr1	45976585	46008488	-
ENSG00000117448	AKR1A1	chr1	45550474	45570051	+	chr1	46016146	46035723	+
ENSG00000132780	NASP	chr1	45583580	45618905	+	chr1	46049252	46084577	+
ENSG00000159588	CCDC17	chr1	45620043	45624058	-	chr1	46085715	46089730	-
ENSG00000159592	GPBP1L1	chr1	45627283	45688408	-	chr1	46092955	46154080	-
ENSG00000159596	TMEM69	chr1	45688148	45694443	+	chr1	46153820	46160115	+
ENSG00000197429	IPP	chr1	45694323	45750653	-	chr1	46159995	46216325	-
ENSG00000086015	MAST2	chr1	45786986	46036228	+	chr1	46252658	46501900	+
ENSG00000117461	PIK3R3	chr1	46040139	46133338	-	chr1	46505811	46599010	-
ENSG00000117472	TSPAN1	chr1	46173793	46185968	+	chr1	46639465	46651640	+
ENSG00000250719	P3R3URF	chr1	46175485	46176488	-	chr1	46641157	46642160	-
ENSG00000085998	POMGNT1	chr1	46188680	46220305	-	chr1	46654352	46685977	-
ENSG00000171357	LURAP1	chr1	46203333	46221256	+	chr1	46669005	46686928	+
ENSG00000085999	RAD54L	chr1	46246460	46278482	+	chr1	46712132	46744154	+
ENSG00000132128	LRRC41	chr1	46261195	46303616	-	chr1	46726867	46769288	-
ENSG00000173660	UQCRH	chr1	46300899	46316796	+	chr1	46766571	46782468	+
ENSG00000117481	NSUN4	chr1	46340718	46369218	+	chr1	46806390	46834890	+
